FCET_type,MY,Age,MPkgH2,MPGGE,MPDGE,MJPKM
HD Other Drayage,2027,0,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2028,0,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2028,0,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2028,0,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2028,0,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2029,0,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2029,0,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2029,0,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2029,0,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2030,0,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2030,0,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2030,0,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2030,0,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2018,1,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2018,1,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2018,1,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2018,1,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2019,1,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2019,1,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2019,1,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2019,1,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2020,1,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2020,1,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2020,1,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2020,1,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2021,1,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2021,1,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2021,1,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2021,1,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2022,1,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2022,1,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2022,1,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2022,1,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2023,1,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2023,1,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2023,1,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2023,1,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2024,1,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2024,1,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2024,1,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2024,1,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2025,1,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2025,1,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2025,1,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2025,1,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2026,1,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2026,1,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2026,1,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2026,1,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2027,1,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2027,1,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2027,1,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2027,1,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2028,1,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2028,1,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2028,1,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2028,1,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2029,1,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2029,1,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2029,1,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2029,1,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2030,1,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2030,1,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2030,1,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2030,1,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2018,2,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2018,2,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2018,2,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2018,2,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2019,2,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2019,2,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2019,2,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2019,2,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2020,2,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2020,2,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2020,2,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2020,2,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2021,2,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2021,2,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2021,2,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2021,2,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2022,2,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2022,2,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2022,2,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2022,2,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2023,2,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2023,2,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2023,2,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2023,2,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2024,2,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2024,2,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2024,2,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2024,2,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2025,2,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2025,2,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2025,2,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2025,2,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2026,2,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2026,2,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2026,2,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2026,2,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2027,2,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2027,2,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2027,2,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2027,2,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2028,2,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2028,2,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2028,2,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2028,2,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2029,2,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2029,2,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2029,2,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2029,2,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2030,2,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2030,2,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2030,2,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2030,2,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2018,3,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2018,3,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2018,3,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2018,3,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2019,3,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2019,3,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2019,3,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2019,3,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2020,3,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2020,3,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2020,3,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2020,3,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2021,3,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2021,3,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2021,3,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2021,3,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2022,3,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2022,3,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2022,3,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2022,3,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2023,3,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2023,3,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2023,3,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2023,3,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2024,3,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2024,3,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2024,3,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2024,3,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2025,3,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2025,3,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2025,3,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2025,3,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2026,3,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2026,3,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2026,3,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2026,3,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2027,3,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2027,3,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2027,3,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2027,3,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2028,3,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2028,3,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2028,3,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2028,3,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2029,3,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2029,3,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2029,3,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2029,3,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2030,3,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2030,3,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2030,3,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2030,3,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2018,4,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2018,4,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2018,4,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2018,4,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2019,4,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2019,4,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2019,4,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2019,4,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2020,4,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2020,4,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2020,4,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2020,4,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2021,4,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2021,4,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2021,4,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2021,4,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2022,4,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2022,4,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2022,4,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2022,4,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2023,4,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2023,4,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2023,4,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2023,4,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2024,4,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2024,4,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2024,4,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2024,4,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2025,4,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2025,4,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2025,4,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2025,4,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2026,4,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2026,4,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2026,4,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2026,4,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2027,4,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2027,4,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2027,4,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2027,4,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2028,4,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2028,4,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2028,4,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2028,4,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2029,4,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2029,4,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2029,4,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2029,4,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2030,4,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2030,4,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2030,4,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2030,4,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2018,5,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2018,5,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2018,5,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2018,5,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2019,5,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2019,5,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2019,5,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2019,5,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2020,5,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2020,5,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2020,5,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2020,5,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2021,5,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2021,5,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2021,5,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2021,5,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2022,5,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2022,5,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2022,5,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2022,5,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2023,5,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2023,5,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2023,5,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2023,5,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2024,5,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2024,5,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2024,5,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2024,5,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2025,5,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2025,5,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2025,5,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2025,5,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2026,5,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2026,5,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2026,5,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2026,5,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2027,5,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2027,5,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2027,5,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2027,5,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2028,5,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2028,5,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2028,5,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2028,5,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2029,5,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2029,5,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2029,5,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2029,5,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2030,5,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2030,5,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2030,5,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2030,5,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2018,6,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2018,6,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2018,6,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2018,6,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2019,6,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2019,6,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2019,6,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2019,6,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2020,6,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2020,6,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2020,6,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2020,6,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2021,6,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2021,6,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2021,6,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2021,6,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2022,6,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2022,6,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2022,6,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2022,6,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2023,6,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2023,6,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2023,6,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2023,6,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2024,6,20,19.627085377821395,22.66928361138371,3.7260616153205666
HD Port Drayage,2024,6,15,14.720314033366046,17.001962708537782,4.968082153760755
HD Transit Bus,2024,6,13.9,13.64082433758587,15.75515210991168,5.361239734274196
HD Other Drayage,2024,6,15,14.720314033366046,17.001962708537782,4.968082153760755
MD Package Delivery,2025,6,20,19.627085377821395,22.66928361138371,3.7260616153205666
