"CY","zip","Daily.kgH2","country"
2028,95307,352.5,"USA"
2029,95307,427.5,"USA"
2030,95307,510,"USA"
2018,95330,0,"USA"
2019,95330,40,"USA"
2020,95330,100,"USA"
2021,95330,200,"USA"
2022,95330,320,"USA"
2023,95330,480,"USA"
2024,95330,680,"USA"
2025,95330,880,"USA"
2026,95330,1140,"USA"
2027,95330,1420,"USA"
2028,95330,1740,"USA"
2029,95330,2080,"USA"
2030,95330,2320,"USA"
2018,95336,0,"USA"
2019,95336,40,"USA"
2020,95336,100,"USA"
2021,95336,200,"USA"
2022,95336,320,"USA"
2023,95336,480,"USA"
2024,95336,680,"USA"
2025,95336,880,"USA"
2026,95336,1140,"USA"
2027,95336,1420,"USA"
2028,95336,1740,"USA"
2029,95336,2080,"USA"
2030,95336,2320,"USA"
2018,95337,0,"USA"
2019,95337,20,"USA"
2020,95337,50,"USA"
2021,95337,100,"USA"
2022,95337,160,"USA"
2023,95337,240,"USA"
2024,95337,340,"USA"
2025,95337,440,"USA"
2026,95337,570,"USA"
2027,95337,710,"USA"
2028,95337,870,"USA"
2029,95337,1040,"USA"
2030,95337,1160,"USA"
2018,95340,0,"USA"
2019,95340,0,"USA"
2020,95340,0,"USA"
2021,95340,0,"USA"
2022,95340,30,"USA"
2023,95340,105,"USA"
2024,95340,195,"USA"
2025,95340,300,"USA"
2026,95340,420,"USA"
2027,95340,555,"USA"
2028,95340,705,"USA"
2029,95340,855,"USA"
2030,95340,1020,"USA"
2018,95351,0,"USA"
2019,95351,0,"USA"
2020,95351,0,"USA"
2021,95351,0,"USA"
2022,95351,15,"USA"
2023,95351,52.5,"USA"
2024,95351,97.5,"USA"
2025,95351,150,"USA"
2026,95351,210,"USA"
2027,95351,277.5,"USA"
2028,95351,352.5,"USA"
2029,95351,427.5,"USA"
2030,95351,510,"USA"
2018,95360,0,"USA"
2019,95360,20,"USA"
2020,95360,50,"USA"
2021,95360,100,"USA"
2022,95360,160,"USA"
2023,95360,240,"USA"
2024,95360,340,"USA"
2025,95360,440,"USA"
2026,95360,570,"USA"
2027,95360,710,"USA"
2028,95360,870,"USA"
2029,95360,1040,"USA"
2030,95360,1160,"USA"
2018,95376,0,"USA"
2019,95376,20,"USA"
2020,95376,50,"USA"
2021,95376,100,"USA"
2022,95376,160,"USA"
2023,95376,240,"USA"
2024,95376,340,"USA"
2025,95376,440,"USA"
2026,95376,570,"USA"
2027,95376,710,"USA"
2028,95376,870,"USA"
2029,95376,1040,"USA"
2030,95376,1160,"USA"
2018,95391,0,"USA"
2019,95391,20,"USA"
2020,95391,50,"USA"
2021,95391,100,"USA"
2022,95391,160,"USA"
2023,95391,240,"USA"
2024,95391,340,"USA"
2025,95391,440,"USA"
2026,95391,570,"USA"
2027,95391,710,"USA"
2028,95391,870,"USA"
2029,95391,1040,"USA"
2030,95391,1160,"USA"
2018,95403,0,"USA"
2019,95403,0,"USA"
2020,95403,0,"USA"
2021,95403,0,"USA"
2022,95403,15,"USA"
2023,95403,74.0827338129496,"USA"
2024,95403,216.205035971223,"USA"
2025,95403,333.453237410072,"USA"
2026,95403,522.94964028777,"USA"
2027,95403,741.528776978417,"USA"
2028,95403,881.276978417266,"USA"
2029,95403,956.276978417266,"USA"
2030,95403,1027.98561151079,"USA"
2018,95437,0,"USA"
2019,95437,0,"USA"
2020,95437,0,"USA"
2021,95437,0,"USA"
2022,95437,15,"USA"
2023,95437,52.5,"USA"
2024,95437,97.5,"USA"
2025,95437,150,"USA"
2026,95437,210,"USA"
2027,95437,277.5,"USA"
2028,95437,352.5,"USA"
2029,95437,427.5,"USA"
2030,95437,510,"USA"
2018,95453,0,"USA"
2019,95453,0,"USA"
2020,95453,0,"USA"
2021,95453,0,"USA"
2022,95453,15,"USA"
2023,95453,52.5,"USA"
2024,95453,97.5,"USA"
2025,95453,150,"USA"
2026,95453,210,"USA"
2027,95453,277.5,"USA"
2028,95453,352.5,"USA"
2029,95453,427.5,"USA"
2030,95453,510,"USA"
2018,95482,0,"USA"
2019,95482,0,"USA"
2020,95482,0,"USA"
2021,95482,0,"USA"
2022,95482,30,"USA"
2023,95482,105,"USA"
2024,95482,195,"USA"
2025,95482,300,"USA"
2026,95482,420,"USA"
2027,95482,555,"USA"
2028,95482,705,"USA"
2029,95482,855,"USA"
2030,95482,1020,"USA"
2018,95501,0,"USA"
2019,95501,0,"USA"
2020,95501,0,"USA"
2021,95501,0,"USA"
2022,95501,30,"USA"
2023,95501,105,"USA"
2024,95501,195,"USA"
2025,95501,300,"USA"
2026,95501,420,"USA"
2027,95501,555,"USA"
2028,95501,705,"USA"
2029,95501,855,"USA"
2030,95501,1020,"USA"
2018,95531,0,"USA"
2019,95531,0,"USA"
2020,95531,0,"USA"
2021,95531,0,"USA"
2022,95531,15,"USA"
2023,95531,52.5,"USA"
2024,95531,97.5,"USA"
2025,95531,150,"USA"
2026,95531,210,"USA"
2027,95531,277.5,"USA"
2028,95531,352.5,"USA"
2029,95531,427.5,"USA"
2030,95531,510,"USA"
2018,95655,0,"USA"
2019,95655,20,"USA"
2020,95655,50,"USA"
2021,95655,100,"USA"
2022,95655,160,"USA"
2023,95655,240,"USA"
2024,95655,340,"USA"
2025,95655,440,"USA"
2026,95655,570,"USA"
2027,95655,710,"USA"
2028,95655,870,"USA"
2029,95655,1000,"USA"
2030,95655,960,"USA"
2018,95670,0,"USA"
2019,95670,0,"USA"
2020,95670,0,"USA"
2021,95670,0,"USA"
2022,95670,15,"USA"
2023,95670,52.5,"USA"
2024,95670,97.5,"USA"
2025,95670,150,"USA"
2026,95670,210,"USA"
2027,95670,277.5,"USA"
2028,95670,352.5,"USA"
2029,95670,427.5,"USA"
2030,95670,510,"USA"
2018,95677,0,"USA"
2019,95677,0,"USA"
2020,95677,0,"USA"
2021,95677,0,"USA"
2022,95677,15,"USA"
2023,95677,52.5,"USA"
2024,95677,97.5,"USA"
2025,95677,150,"USA"
2026,95677,210,"USA"
2027,95677,277.5,"USA"
2028,95677,352.5,"USA"
2029,95677,427.5,"USA"
2030,95677,510,"USA"
2018,95691,187.5,"USA"
2019,95691,1312.5,"USA"
2020,95691,2602.5,"USA"
2021,95691,2602.5,"USA"
2022,95691,2610,"USA"
2023,95691,2595,"USA"
2024,95691,2595,"USA"
2025,95691,2595,"USA"
2026,95691,2602.5,"USA"
2027,95691,2595,"USA"
2028,95691,2580,"USA"
2029,95691,2535,"USA"
2030,95691,2497.5,"USA"
2018,95765,0,"USA"
2019,95765,0,"USA"
2020,95765,0,"USA"
2021,95765,0,"USA"
2022,95765,15,"USA"
2023,95765,52.5,"USA"
2024,95765,97.5,"USA"
2025,95765,150,"USA"
2026,95765,210,"USA"
2027,95765,277.5,"USA"
2028,95765,352.5,"USA"
2029,95765,427.5,"USA"
2030,95765,510,"USA"
2018,95816,0,"USA"
2019,95816,0,"USA"
2020,95816,0,"USA"
2021,95816,0,"USA"
2022,95816,0,"USA"
2023,95816,21.5827338129496,"USA"
2024,95816,118.705035971223,"USA"
2025,95816,183.453237410072,"USA"
2026,95816,312.94964028777,"USA"
2027,95816,464.028776978417,"USA"
2028,95816,625.89928057554,"USA"
2029,95816,809.352517985611,"USA"
2030,95816,992.805755395683,"USA"
2018,95827,0,"USA"
2019,95827,0,"USA"
2020,95827,0,"USA"
2021,95827,0,"USA"
2022,95827,15,"USA"
2023,95827,52.5,"USA"
2024,95827,97.5,"USA"
2025,95827,150,"USA"
2026,95827,210,"USA"
2027,95827,277.5,"USA"
2028,95827,352.5,"USA"
2029,95827,427.5,"USA"
2030,95827,510,"USA"
2018,95837,0,"USA"
2019,95837,20,"USA"
2020,95837,50,"USA"
2021,95837,1577.5,"USA"
2022,95837,2770,"USA"
2023,95837,2835,"USA"
2024,95837,2942.5,"USA"
2025,95837,3035,"USA"
2026,95837,3172.5,"USA"
2027,95837,3305,"USA"
2028,95837,3472.5,"USA"
2029,95837,3595,"USA"
2030,95837,3532.5,"USA"
2018,95838,0,"USA"
2019,95838,0,"USA"
2020,95838,750,"USA"
2021,95838,2242.5,"USA"
2022,95838,2602.5,"USA"
2023,95838,2595,"USA"
2024,95838,2602.5,"USA"
2025,95838,2595,"USA"
2026,95838,2602.5,"USA"
2027,95838,2595,"USA"
2028,95838,2602.5,"USA"
2029,95838,2580,"USA"
2030,95838,2557.5,"USA"
2018,95901,0,"USA"
2019,95901,0,"USA"
2020,95901,0,"USA"
2021,95901,0,"USA"
2022,95901,15,"USA"
2023,95901,52.5,"USA"
2024,95901,97.5,"USA"
2025,95901,150,"USA"
2026,95901,210,"USA"
2027,95901,277.5,"USA"
2028,95901,352.5,"USA"
2029,95901,427.5,"USA"
2030,95901,510,"USA"
2018,95928,0,"USA"
2019,95928,0,"USA"
2020,95928,0,"USA"
2021,95928,0,"USA"
2022,95928,15,"USA"
2023,95928,52.5,"USA"
2024,95928,97.5,"USA"
2025,95928,150,"USA"
2026,95928,210,"USA"
2027,95928,277.5,"USA"
2028,95928,352.5,"USA"
2029,95928,427.5,"USA"
2030,95928,510,"USA"
2018,95945,0,"USA"
2019,95945,0,"USA"
2020,95945,0,"USA"
2021,95945,0,"USA"
2022,95945,30,"USA"
2023,95945,105,"USA"
2024,95945,195,"USA"
2025,95945,300,"USA"
2026,95945,420,"USA"
2027,95945,555,"USA"
2028,95945,705,"USA"
2029,95945,855,"USA"
2030,95945,1020,"USA"
2018,95971,0,"USA"
2019,95971,0,"USA"
2020,95971,0,"USA"
2021,95971,0,"USA"
2022,95971,15,"USA"
2023,95971,52.5,"USA"
2024,95971,97.5,"USA"
2025,95971,150,"USA"
2026,95971,210,"USA"
2027,95971,277.5,"USA"
2028,95971,352.5,"USA"
2029,95971,427.5,"USA"
2030,95971,510,"USA"
2018,95973,0,"USA"
2019,95973,0,"USA"
2020,95973,0,"USA"
2021,95973,0,"USA"
2022,95973,15,"USA"
2023,95973,52.5,"USA"
2024,95973,97.5,"USA"
2025,95973,150,"USA"
2026,95973,210,"USA"
2027,95973,277.5,"USA"
2028,95973,352.5,"USA"
2029,95973,427.5,"USA"
2030,95973,510,"USA"
2018,95991,0,"USA"
2019,95991,0,"USA"
2020,95991,0,"USA"
2021,95991,0,"USA"
2022,95991,15,"USA"
2023,95991,52.5,"USA"
2024,95991,97.5,"USA"
2025,95991,150,"USA"
2026,95991,210,"USA"
2027,95991,277.5,"USA"
2028,95991,352.5,"USA"
2029,95991,427.5,"USA"
2030,95991,510,"USA"
2018,96002,0,"USA"
2019,96002,0,"USA"
2020,96002,0,"USA"
2021,96002,0,"USA"
2022,96002,15,"USA"
2023,96002,52.5,"USA"
2024,96002,97.5,"USA"
2025,96002,150,"USA"
2026,96002,210,"USA"
2027,96002,277.5,"USA"
2028,96002,352.5,"USA"
2029,96002,427.5,"USA"
2030,96002,510,"USA"
2018,96007,0,"USA"
2019,96007,0,"USA"
2020,96007,0,"USA"
2021,96007,0,"USA"
2022,96007,15,"USA"
2023,96007,52.5,"USA"
2024,96007,97.5,"USA"
2025,96007,150,"USA"
2026,96007,210,"USA"
2027,96007,277.5,"USA"
2028,96007,352.5,"USA"
2029,96007,427.5,"USA"
2030,96007,510,"USA"
2018,96097,0,"USA"
2019,96097,0,"USA"
2020,96097,0,"USA"
2021,96097,0,"USA"
2022,96097,15,"USA"
2023,96097,52.5,"USA"
2024,96097,97.5,"USA"
2025,96097,150,"USA"
2026,96097,210,"USA"
2027,96097,277.5,"USA"
2028,96097,352.5,"USA"
2029,96097,427.5,"USA"
2030,96097,510,"USA"
2018,96130,0,"USA"
2019,96130,0,"USA"
2020,96130,0,"USA"
2021,96130,0,"USA"
2022,96130,15,"USA"
2023,96130,52.5,"USA"
2024,96130,97.5,"USA"
2025,96130,150,"USA"
2026,96130,210,"USA"
2027,96130,277.5,"USA"
2028,96130,352.5,"USA"
2029,96130,427.5,"USA"
2030,96130,510,"USA"
2018,96150,0,"USA"
2019,96150,0,"USA"
2020,96150,0,"USA"
2021,96150,0,"USA"
2022,96150,15,"USA"
2023,96150,52.5,"USA"
2024,96150,97.5,"USA"
2025,96150,150,"USA"
2026,96150,210,"USA"
2027,96150,277.5,"USA"
2028,96150,352.5,"USA"
2029,96150,427.5,"USA"
2030,96150,510,"USA"
