CY,MY,FCET_type,Population.NoLoss,Population.Survived,Fleet,Hub,Age,Survival
2024,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 10,LA MTA Division 10 Maintenance Yard,2,0.98
2025,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 10,LA MTA Division 10 Maintenance Yard,3,0.97
2026,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 10,LA MTA Division 10 Maintenance Yard,4,0.96
2027,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 10,LA MTA Division 10 Maintenance Yard,5,0.95
2028,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 10,LA MTA Division 10 Maintenance Yard,6,0.94
2029,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 10,LA MTA Division 10 Maintenance Yard,7,0.93
2030,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 10,LA MTA Division 10 Maintenance Yard,8,0.92
2022,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 11,LA MTA Division 11 Maintenance Yard,0,1
2023,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 11,LA MTA Division 11 Maintenance Yard,1,0.99
2024,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 11,LA MTA Division 11 Maintenance Yard,2,0.98
2025,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 11,LA MTA Division 11 Maintenance Yard,3,0.97
2026,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 11,LA MTA Division 11 Maintenance Yard,4,0.96
2027,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 11,LA MTA Division 11 Maintenance Yard,5,0.95
2028,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 11,LA MTA Division 11 Maintenance Yard,6,0.94
2029,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 11,LA MTA Division 11 Maintenance Yard,7,0.93
2030,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 11,LA MTA Division 11 Maintenance Yard,8,0.92
2022,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 13,LA MTA Division 13 Maintenance Yard,0,1
2023,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 13,LA MTA Division 13 Maintenance Yard,1,0.99
2024,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 13,LA MTA Division 13 Maintenance Yard,2,0.98
2025,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 13,LA MTA Division 13 Maintenance Yard,3,0.97
2026,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 13,LA MTA Division 13 Maintenance Yard,4,0.96
2027,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 13,LA MTA Division 13 Maintenance Yard,5,0.95
2028,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 13,LA MTA Division 13 Maintenance Yard,6,0.94
2029,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 13,LA MTA Division 13 Maintenance Yard,7,0.93
2030,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 13,LA MTA Division 13 Maintenance Yard,8,0.92
2022,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 15,LA MTA Division 15 Maintenance Yard,0,1
2023,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 15,LA MTA Division 15 Maintenance Yard,1,0.99
2024,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 15,LA MTA Division 15 Maintenance Yard,2,0.98
2025,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 15,LA MTA Division 15 Maintenance Yard,3,0.97
2026,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 15,LA MTA Division 15 Maintenance Yard,4,0.96
2027,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 15,LA MTA Division 15 Maintenance Yard,5,0.95
2028,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 15,LA MTA Division 15 Maintenance Yard,6,0.94
2029,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 15,LA MTA Division 15 Maintenance Yard,7,0.93
2030,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 15,LA MTA Division 15 Maintenance Yard,8,0.92
2022,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 18,LA MTA Division 18 Maintenance Yard,0,1
2023,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 18,LA MTA Division 18 Maintenance Yard,1,0.99
2024,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 18,LA MTA Division 18 Maintenance Yard,2,0.98
2025,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 18,LA MTA Division 18 Maintenance Yard,3,0.97
2026,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 18,LA MTA Division 18 Maintenance Yard,4,0.96
2027,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 18,LA MTA Division 18 Maintenance Yard,5,0.95
2028,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 18,LA MTA Division 18 Maintenance Yard,6,0.94
2029,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 18,LA MTA Division 18 Maintenance Yard,7,0.93
2030,2022,HD Transit Bus,0,0,Los Angeles County MTA Division 18,LA MTA Division 18 Maintenance Yard,8,0.92
2022,2022,HD Transit Bus,0,0,Orange County Transportation Authority Garden Grove,OCTA Garden Grove Garage,0,1
2023,2022,HD Transit Bus,0,0,Orange County Transportation Authority Garden Grove,OCTA Garden Grove Garage,1,0.99
2024,2022,HD Transit Bus,0,0,Orange County Transportation Authority Garden Grove,OCTA Garden Grove Garage,2,0.98
2025,2022,HD Transit Bus,0,0,Orange County Transportation Authority Garden Grove,OCTA Garden Grove Garage,3,0.97
2026,2022,HD Transit Bus,0,0,Orange County Transportation Authority Garden Grove,OCTA Garden Grove Garage,4,0.96
2027,2022,HD Transit Bus,0,0,Orange County Transportation Authority Garden Grove,OCTA Garden Grove Garage,5,0.95
2028,2022,HD Transit Bus,0,0,Orange County Transportation Authority Garden Grove,OCTA Garden Grove Garage,6,0.94
2029,2022,HD Transit Bus,0,0,Orange County Transportation Authority Garden Grove,OCTA Garden Grove Garage,7,0.93
2030,2022,HD Transit Bus,0,0,Orange County Transportation Authority Garden Grove,OCTA Garden Grove Garage,8,0.92
2022,2022,HD Transit Bus,0,0,Orange County Transportation Authority Santa Ana,OCTA Santa Ana Garage,0,1
2023,2022,HD Transit Bus,0,0,Orange County Transportation Authority Santa Ana,OCTA Santa Ana Garage,1,0.99
2024,2022,HD Transit Bus,0,0,Orange County Transportation Authority Santa Ana,OCTA Santa Ana Garage,2,0.98
2025,2022,HD Transit Bus,0,0,Orange County Transportation Authority Santa Ana,OCTA Santa Ana Garage,3,0.97
2026,2022,HD Transit Bus,0,0,Orange County Transportation Authority Santa Ana,OCTA Santa Ana Garage,4,0.96
2027,2022,HD Transit Bus,0,0,Orange County Transportation Authority Santa Ana,OCTA Santa Ana Garage,5,0.95
2028,2022,HD Transit Bus,0,0,Orange County Transportation Authority Santa Ana,OCTA Santa Ana Garage,6,0.94
2029,2022,HD Transit Bus,0,0,Orange County Transportation Authority Santa Ana,OCTA Santa Ana Garage,7,0.93
2030,2022,HD Transit Bus,0,0,Orange County Transportation Authority Santa Ana,OCTA Santa Ana Garage,8,0.92
2022,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Imperial Avenue Division,SD MTS Imperial Avenue Division Yard,0,1
2023,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Imperial Avenue Division,SD MTS Imperial Avenue Division Yard,1,0.99
2024,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Imperial Avenue Division,SD MTS Imperial Avenue Division Yard,2,0.98
2025,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Imperial Avenue Division,SD MTS Imperial Avenue Division Yard,3,0.97
2026,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Imperial Avenue Division,SD MTS Imperial Avenue Division Yard,4,0.96
2027,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Imperial Avenue Division,SD MTS Imperial Avenue Division Yard,5,0.95
2028,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Imperial Avenue Division,SD MTS Imperial Avenue Division Yard,6,0.94
2029,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Imperial Avenue Division,SD MTS Imperial Avenue Division Yard,7,0.93
2030,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Imperial Avenue Division,SD MTS Imperial Avenue Division Yard,8,0.92
2022,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Kearny Mesa Division,SD MTS Kearny Mesa Division Yard,0,1
2023,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Kearny Mesa Division,SD MTS Kearny Mesa Division Yard,1,0.99
2024,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Kearny Mesa Division,SD MTS Kearny Mesa Division Yard,2,0.98
2025,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Kearny Mesa Division,SD MTS Kearny Mesa Division Yard,3,0.97
2026,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Kearny Mesa Division,SD MTS Kearny Mesa Division Yard,4,0.96
2027,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Kearny Mesa Division,SD MTS Kearny Mesa Division Yard,5,0.95
2028,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Kearny Mesa Division,SD MTS Kearny Mesa Division Yard,6,0.94
2029,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Kearny Mesa Division,SD MTS Kearny Mesa Division Yard,7,0.93
2030,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Kearny Mesa Division,SD MTS Kearny Mesa Division Yard,8,0.92
2022,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System South Bay Bus Maintenance Facility,SD MTS South Bay Bus Maintenance Facility,0,1
2023,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System South Bay Bus Maintenance Facility,SD MTS South Bay Bus Maintenance Facility,1,0.99
2024,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System South Bay Bus Maintenance Facility,SD MTS South Bay Bus Maintenance Facility,2,0.98
2025,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System South Bay Bus Maintenance Facility,SD MTS South Bay Bus Maintenance Facility,3,0.97
2026,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System South Bay Bus Maintenance Facility,SD MTS South Bay Bus Maintenance Facility,4,0.96
2027,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System South Bay Bus Maintenance Facility,SD MTS South Bay Bus Maintenance Facility,5,0.95
2028,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System South Bay Bus Maintenance Facility,SD MTS South Bay Bus Maintenance Facility,6,0.94
2029,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System South Bay Bus Maintenance Facility,SD MTS South Bay Bus Maintenance Facility,7,0.93
2030,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System South Bay Bus Maintenance Facility,SD MTS South Bay Bus Maintenance Facility,8,0.92
2022,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System East County Bus Maintenance Facility,SD MTS East County Bus Maintenance Facility,0,1
2023,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System East County Bus Maintenance Facility,SD MTS East County Bus Maintenance Facility,1,0.99
2024,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System East County Bus Maintenance Facility,SD MTS East County Bus Maintenance Facility,2,0.98
2025,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System East County Bus Maintenance Facility,SD MTS East County Bus Maintenance Facility,3,0.97
2026,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System East County Bus Maintenance Facility,SD MTS East County Bus Maintenance Facility,4,0.96
2027,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System East County Bus Maintenance Facility,SD MTS East County Bus Maintenance Facility,5,0.95
2028,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System East County Bus Maintenance Facility,SD MTS East County Bus Maintenance Facility,6,0.94
2029,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System East County Bus Maintenance Facility,SD MTS East County Bus Maintenance Facility,7,0.93
2030,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System East County Bus Maintenance Facility,SD MTS East County Bus Maintenance Facility,8,0.92
2022,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Copley Park Maintenance Facility,SD MTS Copley Park Maintenance Facility,0,1
2023,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Copley Park Maintenance Facility,SD MTS Copley Park Maintenance Facility,1,0.99
2024,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Copley Park Maintenance Facility,SD MTS Copley Park Maintenance Facility,2,0.98
2025,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Copley Park Maintenance Facility,SD MTS Copley Park Maintenance Facility,3,0.97
2026,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Copley Park Maintenance Facility,SD MTS Copley Park Maintenance Facility,4,0.96
2027,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Copley Park Maintenance Facility,SD MTS Copley Park Maintenance Facility,5,0.95
2028,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Copley Park Maintenance Facility,SD MTS Copley Park Maintenance Facility,6,0.94
2029,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Copley Park Maintenance Facility,SD MTS Copley Park Maintenance Facility,7,0.93
2030,2022,HD Transit Bus,0,0,San Diego Metropolitan Transit System Copley Park Maintenance Facility,SD MTS Copley Park Maintenance Facility,8,0.92
2022,2022,HD Transit Bus,0,0,Alameda/Contra Costa Transit District Emeryville Division,AC Transit Emeryville Facility,0,1
2023,2022,HD Transit Bus,0,0,Alameda/Contra Costa Transit District Emeryville Division,AC Transit Emeryville Facility,1,0.99
2024,2022,HD Transit Bus,0,0,Alameda/Contra Costa Transit District Emeryville Division,AC Transit Emeryville Facility,2,0.98
2025,2022,HD Transit Bus,0,0,Alameda/Contra Costa Transit District Emeryville Division,AC Transit Emeryville Facility,3,0.97
2026,2022,HD Transit Bus,0,0,Alameda/Contra Costa Transit District Emeryville Division,AC Transit Emeryville Facility,4,0.96
2027,2022,HD Transit Bus,0,0,Alameda/Contra Costa Transit District Emeryville Division,AC Transit Emeryville Facility,5,0.95
2028,2022,HD Transit Bus,0,0,Alameda/Contra Costa Transit District Emeryville Division,AC Transit Emeryville Facility,6,0.94
2029,2022,HD Transit Bus,0,0,Alameda/Contra Costa Transit District Emeryville Division,AC Transit Emeryville Facility,7,0.93
2030,2022,HD Transit Bus,0,0,Alameda/Contra Costa Transit District Emeryville Division,AC Transit Emeryville Facility,8,0.92
2022,2022,HD Transit Bus,59,59,Alameda/Contra Costa Transit District Richmond Division,AC Transit Richmond Facility,0,1
2023,2022,HD Transit Bus,59,58,Alameda/Contra Costa Transit District Richmond Division,AC Transit Richmond Facility,1,0.99
2024,2022,HD Transit Bus,59,58,Alameda/Contra Costa Transit District Richmond Division,AC Transit Richmond Facility,2,0.98
2025,2022,HD Transit Bus,59,57,Alameda/Contra Costa Transit District Richmond Division,AC Transit Richmond Facility,3,0.97
2026,2022,HD Transit Bus,59,57,Alameda/Contra Costa Transit District Richmond Division,AC Transit Richmond Facility,4,0.96
2027,2022,HD Transit Bus,59,56,Alameda/Contra Costa Transit District Richmond Division,AC Transit Richmond Facility,5,0.95
2028,2022,HD Transit Bus,59,55,Alameda/Contra Costa Transit District Richmond Division,AC Transit Richmond Facility,6,0.94
2029,2022,HD Transit Bus,59,55,Alameda/Contra Costa Transit District Richmond Division,AC Transit Richmond Facility,7,0.93
2030,2022,HD Transit Bus,59,54,Alameda/Contra Costa Transit District Richmond Division,AC Transit Richmond Facility,8,0.92
2022,2022,HD Transit Bus,1,1,Alameda/Contra Costa Transit District East Oakland Division,AC Transit East Oakland Facility,0,1
2023,2022,HD Transit Bus,1,1,Alameda/Contra Costa Transit District East Oakland Division,AC Transit East Oakland Facility,1,0.99
2024,2022,HD Transit Bus,1,1,Alameda/Contra Costa Transit District East Oakland Division,AC Transit East Oakland Facility,2,0.98
2025,2022,HD Transit Bus,1,1,Alameda/Contra Costa Transit District East Oakland Division,AC Transit East Oakland Facility,3,0.97
2026,2022,HD Transit Bus,1,1,Alameda/Contra Costa Transit District East Oakland Division,AC Transit East Oakland Facility,4,0.96
2027,2022,HD Transit Bus,1,1,Alameda/Contra Costa Transit District East Oakland Division,AC Transit East Oakland Facility,5,0.95
2028,2022,HD Transit Bus,1,1,Alameda/Contra Costa Transit District East Oakland Division,AC Transit East Oakland Facility,6,0.94
2029,2022,HD Transit Bus,1,1,Alameda/Contra Costa Transit District East Oakland Division,AC Transit East Oakland Facility,7,0.93
2030,2022,HD Transit Bus,1,1,Alameda/Contra Costa Transit District East Oakland Division,AC Transit East Oakland Facility,8,0.92
2022,2022,HD Transit Bus,53,53,Alameda/Contra Costa Transit District Hayward Division,AC Transit Hayward Facility,0,1
2023,2022,HD Transit Bus,53,52,Alameda/Contra Costa Transit District Hayward Division,AC Transit Hayward Facility,1,0.99
2024,2022,HD Transit Bus,53,52,Alameda/Contra Costa Transit District Hayward Division,AC Transit Hayward Facility,2,0.98
2025,2022,HD Transit Bus,53,51,Alameda/Contra Costa Transit District Hayward Division,AC Transit Hayward Facility,3,0.97
2026,2022,HD Transit Bus,53,51,Alameda/Contra Costa Transit District Hayward Division,AC Transit Hayward Facility,4,0.96
2027,2022,HD Transit Bus,53,50,Alameda/Contra Costa Transit District Hayward Division,AC Transit Hayward Facility,5,0.95
2028,2022,HD Transit Bus,53,50,Alameda/Contra Costa Transit District Hayward Division,AC Transit Hayward Facility,6,0.94
2029,2022,HD Transit Bus,53,49,Alameda/Contra Costa Transit District Hayward Division,AC Transit Hayward Facility,7,0.93
2030,2022,HD Transit Bus,53,49,Alameda/Contra Costa Transit District Hayward Division,AC Transit Hayward Facility,8,0.92
2022,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Chaboya Division,VTA Chaboya Division Yard,0,1
2023,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Chaboya Division,VTA Chaboya Division Yard,1,0.99
2024,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Chaboya Division,VTA Chaboya Division Yard,2,0.98
2025,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Chaboya Division,VTA Chaboya Division Yard,3,0.97
2026,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Chaboya Division,VTA Chaboya Division Yard,4,0.96
2027,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Chaboya Division,VTA Chaboya Division Yard,5,0.95
2028,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Chaboya Division,VTA Chaboya Division Yard,6,0.94
2029,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Chaboya Division,VTA Chaboya Division Yard,7,0.93
2030,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Chaboya Division,VTA Chaboya Division Yard,8,0.92
2022,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Cerone Division,VTA Cerone Yard,0,1
2023,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Cerone Division,VTA Cerone Yard,1,0.99
2024,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Cerone Division,VTA Cerone Yard,2,0.98
2025,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Cerone Division,VTA Cerone Yard,3,0.97
2026,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Cerone Division,VTA Cerone Yard,4,0.96
2027,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Cerone Division,VTA Cerone Yard,5,0.95
2028,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Cerone Division,VTA Cerone Yard,6,0.94
2029,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Cerone Division,VTA Cerone Yard,7,0.93
2030,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Cerone Division,VTA Cerone Yard,8,0.92
2022,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - North Division,VTA North Yard,0,1
2023,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - North Division,VTA North Yard,1,0.99
2024,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - North Division,VTA North Yard,2,0.98
2025,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - North Division,VTA North Yard,3,0.97
2026,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - North Division,VTA North Yard,4,0.96
2027,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - North Division,VTA North Yard,5,0.95
2028,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - North Division,VTA North Yard,6,0.94
2029,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - North Division,VTA North Yard,7,0.93
2030,2022,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - North Division,VTA North Yard,8,0.92
2022,2022,HD Transit Bus,101,101,San Mateo County Transit District North Base,SamTrans North Base,0,1
2023,2022,HD Transit Bus,101,100,San Mateo County Transit District North Base,SamTrans North Base,1,0.99
2024,2022,HD Transit Bus,101,99,San Mateo County Transit District North Base,SamTrans North Base,2,0.98
2025,2022,HD Transit Bus,101,98,San Mateo County Transit District North Base,SamTrans North Base,3,0.97
2026,2022,HD Transit Bus,101,97,San Mateo County Transit District North Base,SamTrans North Base,4,0.96
2027,2022,HD Transit Bus,101,96,San Mateo County Transit District North Base,SamTrans North Base,5,0.95
2028,2022,HD Transit Bus,101,95,San Mateo County Transit District North Base,SamTrans North Base,6,0.94
2029,2022,HD Transit Bus,101,94,San Mateo County Transit District North Base,SamTrans North Base,7,0.93
2030,2022,HD Transit Bus,101,93,San Mateo County Transit District North Base,SamTrans North Base,8,0.92
2022,2022,HD Transit Bus,0,0,San Mateo County Transit District South Base,SamTrans South Base,0,1
2023,2022,HD Transit Bus,0,0,San Mateo County Transit District South Base,SamTrans South Base,1,0.99
2024,2022,HD Transit Bus,0,0,San Mateo County Transit District South Base,SamTrans South Base,2,0.98
2025,2022,HD Transit Bus,0,0,San Mateo County Transit District South Base,SamTrans South Base,3,0.97
2026,2022,HD Transit Bus,0,0,San Mateo County Transit District South Base,SamTrans South Base,4,0.96
2027,2022,HD Transit Bus,0,0,San Mateo County Transit District South Base,SamTrans South Base,5,0.95
2028,2022,HD Transit Bus,0,0,San Mateo County Transit District South Base,SamTrans South Base,6,0.94
2029,2022,HD Transit Bus,0,0,San Mateo County Transit District South Base,SamTrans South Base,7,0.93
2030,2022,HD Transit Bus,0,0,San Mateo County Transit District South Base,SamTrans South Base,8,0.92
2022,2022,HD Transit Bus,0,0,Sacramento Regional Transit District,Sacramento RT North Lot,0,1
2023,2022,HD Transit Bus,0,0,Sacramento Regional Transit District,Sacramento RT North Lot,1,0.99
2024,2022,HD Transit Bus,0,0,Sacramento Regional Transit District,Sacramento RT North Lot,2,0.98
2025,2022,HD Transit Bus,0,0,Sacramento Regional Transit District,Sacramento RT North Lot,3,0.97
2026,2022,HD Transit Bus,0,0,Sacramento Regional Transit District,Sacramento RT North Lot,4,0.96
2027,2022,HD Transit Bus,0,0,Sacramento Regional Transit District,Sacramento RT North Lot,5,0.95
2028,2022,HD Transit Bus,0,0,Sacramento Regional Transit District,Sacramento RT North Lot,6,0.94
2029,2022,HD Transit Bus,0,0,Sacramento Regional Transit District,Sacramento RT North Lot,7,0.93
2030,2022,HD Transit Bus,0,0,Sacramento Regional Transit District,Sacramento RT North Lot,8,0.92
2022,2022,HD Transit Bus,48,48,Golden Gate Transit - San Rafael,Golden Gate Transit San Rafael Bus Facility,0,1
2023,2022,HD Transit Bus,48,48,Golden Gate Transit - San Rafael,Golden Gate Transit San Rafael Bus Facility,1,0.99
2024,2022,HD Transit Bus,48,47,Golden Gate Transit - San Rafael,Golden Gate Transit San Rafael Bus Facility,2,0.98
2025,2022,HD Transit Bus,48,47,Golden Gate Transit - San Rafael,Golden Gate Transit San Rafael Bus Facility,3,0.97
2026,2022,HD Transit Bus,48,46,Golden Gate Transit - San Rafael,Golden Gate Transit San Rafael Bus Facility,4,0.96
2027,2022,HD Transit Bus,48,46,Golden Gate Transit - San Rafael,Golden Gate Transit San Rafael Bus Facility,5,0.95
2028,2022,HD Transit Bus,48,45,Golden Gate Transit - San Rafael,Golden Gate Transit San Rafael Bus Facility,6,0.94
2029,2022,HD Transit Bus,48,45,Golden Gate Transit - San Rafael,Golden Gate Transit San Rafael Bus Facility,7,0.93
2030,2022,HD Transit Bus,48,44,Golden Gate Transit - San Rafael,Golden Gate Transit San Rafael Bus Facility,8,0.92
2022,2022,HD Transit Bus,0,0,Golden Gate Transit - Santa Rosa,Golden Gate Transit Santa Rosa Facility,0,1
2023,2022,HD Transit Bus,0,0,Golden Gate Transit - Santa Rosa,Golden Gate Transit Santa Rosa Facility,1,0.99
2024,2022,HD Transit Bus,0,0,Golden Gate Transit - Santa Rosa,Golden Gate Transit Santa Rosa Facility,2,0.98
2025,2022,HD Transit Bus,0,0,Golden Gate Transit - Santa Rosa,Golden Gate Transit Santa Rosa Facility,3,0.97
2026,2022,HD Transit Bus,0,0,Golden Gate Transit - Santa Rosa,Golden Gate Transit Santa Rosa Facility,4,0.96
2027,2022,HD Transit Bus,0,0,Golden Gate Transit - Santa Rosa,Golden Gate Transit Santa Rosa Facility,5,0.95
2028,2022,HD Transit Bus,0,0,Golden Gate Transit - Santa Rosa,Golden Gate Transit Santa Rosa Facility,6,0.94
2029,2022,HD Transit Bus,0,0,Golden Gate Transit - Santa Rosa,Golden Gate Transit Santa Rosa Facility,7,0.93
2030,2022,HD Transit Bus,0,0,Golden Gate Transit - Santa Rosa,Golden Gate Transit Santa Rosa Facility,8,0.92
2022,2022,HD Transit Bus,0,0,Golden Gate Transit - Novato,Golden Gate Transit Novato Facility,0,1
2023,2022,HD Transit Bus,0,0,Golden Gate Transit - Novato,Golden Gate Transit Novato Facility,1,0.99
2024,2022,HD Transit Bus,0,0,Golden Gate Transit - Novato,Golden Gate Transit Novato Facility,2,0.98
2025,2022,HD Transit Bus,0,0,Golden Gate Transit - Novato,Golden Gate Transit Novato Facility,3,0.97
2026,2022,HD Transit Bus,0,0,Golden Gate Transit - Novato,Golden Gate Transit Novato Facility,4,0.96
2027,2022,HD Transit Bus,0,0,Golden Gate Transit - Novato,Golden Gate Transit Novato Facility,5,0.95
2028,2022,HD Transit Bus,0,0,Golden Gate Transit - Novato,Golden Gate Transit Novato Facility,6,0.94
2029,2022,HD Transit Bus,0,0,Golden Gate Transit - Novato,Golden Gate Transit Novato Facility,7,0.93
2030,2022,HD Transit Bus,0,0,Golden Gate Transit - Novato,Golden Gate Transit Novato Facility,8,0.92
2022,2022,HD Transit Bus,0,0,Golden Gate Transit - San Francisco,Golden Gate Transit SF Facility,0,1
2023,2022,HD Transit Bus,0,0,Golden Gate Transit - San Francisco,Golden Gate Transit SF Facility,1,0.99
2024,2022,HD Transit Bus,0,0,Golden Gate Transit - San Francisco,Golden Gate Transit SF Facility,2,0.98
2025,2022,HD Transit Bus,0,0,Golden Gate Transit - San Francisco,Golden Gate Transit SF Facility,3,0.97
2026,2022,HD Transit Bus,0,0,Golden Gate Transit - San Francisco,Golden Gate Transit SF Facility,4,0.96
2027,2022,HD Transit Bus,0,0,Golden Gate Transit - San Francisco,Golden Gate Transit SF Facility,5,0.95
2028,2022,HD Transit Bus,0,0,Golden Gate Transit - San Francisco,Golden Gate Transit SF Facility,6,0.94
2029,2022,HD Transit Bus,0,0,Golden Gate Transit - San Francisco,Golden Gate Transit SF Facility,7,0.93
