CY,MY,FCET_type,Population.NoLoss,Population.Survived,Fleet,Hub,Age,Survival
2021,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Chaboya Division,VTA Chaboya Division Yard,2,0.98
2022,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Chaboya Division,VTA Chaboya Division Yard,3,0.97
2023,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Chaboya Division,VTA Chaboya Division Yard,4,0.96
2024,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Chaboya Division,VTA Chaboya Division Yard,5,0.95
2025,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Chaboya Division,VTA Chaboya Division Yard,6,0.94
2026,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Chaboya Division,VTA Chaboya Division Yard,7,0.93
2027,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Chaboya Division,VTA Chaboya Division Yard,8,0.92
2028,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Chaboya Division,VTA Chaboya Division Yard,9,0.89
2029,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Chaboya Division,VTA Chaboya Division Yard,10,0.86
2030,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Chaboya Division,VTA Chaboya Division Yard,11,0.8
2019,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Cerone Division,VTA Cerone Yard,0,1
2020,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Cerone Division,VTA Cerone Yard,1,0.99
2021,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Cerone Division,VTA Cerone Yard,2,0.98
2022,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Cerone Division,VTA Cerone Yard,3,0.97
2023,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Cerone Division,VTA Cerone Yard,4,0.96
2024,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Cerone Division,VTA Cerone Yard,5,0.95
2025,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Cerone Division,VTA Cerone Yard,6,0.94
2026,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Cerone Division,VTA Cerone Yard,7,0.93
2027,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Cerone Division,VTA Cerone Yard,8,0.92
2028,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Cerone Division,VTA Cerone Yard,9,0.89
2029,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Cerone Division,VTA Cerone Yard,10,0.86
2030,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - Cerone Division,VTA Cerone Yard,11,0.8
2019,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - North Division,VTA North Yard,0,1
2020,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - North Division,VTA North Yard,1,0.99
2021,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - North Division,VTA North Yard,2,0.98
2022,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - North Division,VTA North Yard,3,0.97
2023,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - North Division,VTA North Yard,4,0.96
2024,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - North Division,VTA North Yard,5,0.95
2025,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - North Division,VTA North Yard,6,0.94
2026,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - North Division,VTA North Yard,7,0.93
2027,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - North Division,VTA North Yard,8,0.92
2028,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - North Division,VTA North Yard,9,0.89
2029,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - North Division,VTA North Yard,10,0.86
2030,2019,HD Transit Bus,0,0,Santa Clara Valley Transportation Authority - North Division,VTA North Yard,11,0.8
2019,2019,HD Transit Bus,0,0,San Mateo County Transit District North Base,SamTrans North Base,0,1
2020,2019,HD Transit Bus,0,0,San Mateo County Transit District North Base,SamTrans North Base,1,0.99
2021,2019,HD Transit Bus,0,0,San Mateo County Transit District North Base,SamTrans North Base,2,0.98
2022,2019,HD Transit Bus,0,0,San Mateo County Transit District North Base,SamTrans North Base,3,0.97
2023,2019,HD Transit Bus,0,0,San Mateo County Transit District North Base,SamTrans North Base,4,0.96
2024,2019,HD Transit Bus,0,0,San Mateo County Transit District North Base,SamTrans North Base,5,0.95
2025,2019,HD Transit Bus,0,0,San Mateo County Transit District North Base,SamTrans North Base,6,0.94
2026,2019,HD Transit Bus,0,0,San Mateo County Transit District North Base,SamTrans North Base,7,0.93
2027,2019,HD Transit Bus,0,0,San Mateo County Transit District North Base,SamTrans North Base,8,0.92
2028,2019,HD Transit Bus,0,0,San Mateo County Transit District North Base,SamTrans North Base,9,0.89
2029,2019,HD Transit Bus,0,0,San Mateo County Transit District North Base,SamTrans North Base,10,0.86
2030,2019,HD Transit Bus,0,0,San Mateo County Transit District North Base,SamTrans North Base,11,0.8
2019,2019,HD Transit Bus,0,0,San Mateo County Transit District South Base,SamTrans South Base,0,1
2020,2019,HD Transit Bus,0,0,San Mateo County Transit District South Base,SamTrans South Base,1,0.99
2021,2019,HD Transit Bus,0,0,San Mateo County Transit District South Base,SamTrans South Base,2,0.98
2022,2019,HD Transit Bus,0,0,San Mateo County Transit District South Base,SamTrans South Base,3,0.97
2023,2019,HD Transit Bus,0,0,San Mateo County Transit District South Base,SamTrans South Base,4,0.96
2024,2019,HD Transit Bus,0,0,San Mateo County Transit District South Base,SamTrans South Base,5,0.95
2025,2019,HD Transit Bus,0,0,San Mateo County Transit District South Base,SamTrans South Base,6,0.94
2026,2019,HD Transit Bus,0,0,San Mateo County Transit District South Base,SamTrans South Base,7,0.93
2027,2019,HD Transit Bus,0,0,San Mateo County Transit District South Base,SamTrans South Base,8,0.92
2028,2019,HD Transit Bus,0,0,San Mateo County Transit District South Base,SamTrans South Base,9,0.89
2029,2019,HD Transit Bus,0,0,San Mateo County Transit District South Base,SamTrans South Base,10,0.86
2030,2019,HD Transit Bus,0,0,San Mateo County Transit District South Base,SamTrans South Base,11,0.8
2019,2019,HD Transit Bus,0,0,Sacramento Regional Transit District,Sacramento RT North Lot,0,1
2020,2019,HD Transit Bus,0,0,Sacramento Regional Transit District,Sacramento RT North Lot,1,0.99
2021,2019,HD Transit Bus,0,0,Sacramento Regional Transit District,Sacramento RT North Lot,2,0.98
2022,2019,HD Transit Bus,0,0,Sacramento Regional Transit District,Sacramento RT North Lot,3,0.97
2023,2019,HD Transit Bus,0,0,Sacramento Regional Transit District,Sacramento RT North Lot,4,0.96
2024,2019,HD Transit Bus,0,0,Sacramento Regional Transit District,Sacramento RT North Lot,5,0.95
2025,2019,HD Transit Bus,0,0,Sacramento Regional Transit District,Sacramento RT North Lot,6,0.94
2026,2019,HD Transit Bus,0,0,Sacramento Regional Transit District,Sacramento RT North Lot,7,0.93
2027,2019,HD Transit Bus,0,0,Sacramento Regional Transit District,Sacramento RT North Lot,8,0.92
2028,2019,HD Transit Bus,0,0,Sacramento Regional Transit District,Sacramento RT North Lot,9,0.89
2029,2019,HD Transit Bus,0,0,Sacramento Regional Transit District,Sacramento RT North Lot,10,0.86
2030,2019,HD Transit Bus,0,0,Sacramento Regional Transit District,Sacramento RT North Lot,11,0.8
2019,2019,HD Transit Bus,0,0,Golden Gate Transit - San Rafael,Golden Gate Transit San Rafael Bus Facility,0,1
2020,2019,HD Transit Bus,0,0,Golden Gate Transit - San Rafael,Golden Gate Transit San Rafael Bus Facility,1,0.99
2021,2019,HD Transit Bus,0,0,Golden Gate Transit - San Rafael,Golden Gate Transit San Rafael Bus Facility,2,0.98
2022,2019,HD Transit Bus,0,0,Golden Gate Transit - San Rafael,Golden Gate Transit San Rafael Bus Facility,3,0.97
2023,2019,HD Transit Bus,0,0,Golden Gate Transit - San Rafael,Golden Gate Transit San Rafael Bus Facility,4,0.96
2024,2019,HD Transit Bus,0,0,Golden Gate Transit - San Rafael,Golden Gate Transit San Rafael Bus Facility,5,0.95
2025,2019,HD Transit Bus,0,0,Golden Gate Transit - San Rafael,Golden Gate Transit San Rafael Bus Facility,6,0.94
2026,2019,HD Transit Bus,0,0,Golden Gate Transit - San Rafael,Golden Gate Transit San Rafael Bus Facility,7,0.93
2027,2019,HD Transit Bus,0,0,Golden Gate Transit - San Rafael,Golden Gate Transit San Rafael Bus Facility,8,0.92
2028,2019,HD Transit Bus,0,0,Golden Gate Transit - San Rafael,Golden Gate Transit San Rafael Bus Facility,9,0.89
2029,2019,HD Transit Bus,0,0,Golden Gate Transit - San Rafael,Golden Gate Transit San Rafael Bus Facility,10,0.86
2030,2019,HD Transit Bus,0,0,Golden Gate Transit - San Rafael,Golden Gate Transit San Rafael Bus Facility,11,0.8
2019,2019,HD Transit Bus,0,0,Golden Gate Transit - Santa Rosa,Golden Gate Transit Santa Rosa Facility,0,1
2020,2019,HD Transit Bus,0,0,Golden Gate Transit - Santa Rosa,Golden Gate Transit Santa Rosa Facility,1,0.99
2021,2019,HD Transit Bus,0,0,Golden Gate Transit - Santa Rosa,Golden Gate Transit Santa Rosa Facility,2,0.98
2022,2019,HD Transit Bus,0,0,Golden Gate Transit - Santa Rosa,Golden Gate Transit Santa Rosa Facility,3,0.97
2023,2019,HD Transit Bus,0,0,Golden Gate Transit - Santa Rosa,Golden Gate Transit Santa Rosa Facility,4,0.96
2024,2019,HD Transit Bus,0,0,Golden Gate Transit - Santa Rosa,Golden Gate Transit Santa Rosa Facility,5,0.95
2025,2019,HD Transit Bus,0,0,Golden Gate Transit - Santa Rosa,Golden Gate Transit Santa Rosa Facility,6,0.94
2026,2019,HD Transit Bus,0,0,Golden Gate Transit - Santa Rosa,Golden Gate Transit Santa Rosa Facility,7,0.93
2027,2019,HD Transit Bus,0,0,Golden Gate Transit - Santa Rosa,Golden Gate Transit Santa Rosa Facility,8,0.92
2028,2019,HD Transit Bus,0,0,Golden Gate Transit - Santa Rosa,Golden Gate Transit Santa Rosa Facility,9,0.89
2029,2019,HD Transit Bus,0,0,Golden Gate Transit - Santa Rosa,Golden Gate Transit Santa Rosa Facility,10,0.86
2030,2019,HD Transit Bus,0,0,Golden Gate Transit - Santa Rosa,Golden Gate Transit Santa Rosa Facility,11,0.8
2019,2019,HD Transit Bus,0,0,Golden Gate Transit - Novato,Golden Gate Transit Novato Facility,0,1
2020,2019,HD Transit Bus,0,0,Golden Gate Transit - Novato,Golden Gate Transit Novato Facility,1,0.99
2021,2019,HD Transit Bus,0,0,Golden Gate Transit - Novato,Golden Gate Transit Novato Facility,2,0.98
2022,2019,HD Transit Bus,0,0,Golden Gate Transit - Novato,Golden Gate Transit Novato Facility,3,0.97
2023,2019,HD Transit Bus,0,0,Golden Gate Transit - Novato,Golden Gate Transit Novato Facility,4,0.96
2024,2019,HD Transit Bus,0,0,Golden Gate Transit - Novato,Golden Gate Transit Novato Facility,5,0.95
2025,2019,HD Transit Bus,0,0,Golden Gate Transit - Novato,Golden Gate Transit Novato Facility,6,0.94
2026,2019,HD Transit Bus,0,0,Golden Gate Transit - Novato,Golden Gate Transit Novato Facility,7,0.93
2027,2019,HD Transit Bus,0,0,Golden Gate Transit - Novato,Golden Gate Transit Novato Facility,8,0.92
2028,2019,HD Transit Bus,0,0,Golden Gate Transit - Novato,Golden Gate Transit Novato Facility,9,0.89
2029,2019,HD Transit Bus,0,0,Golden Gate Transit - Novato,Golden Gate Transit Novato Facility,10,0.86
2030,2019,HD Transit Bus,0,0,Golden Gate Transit - Novato,Golden Gate Transit Novato Facility,11,0.8
2019,2019,HD Transit Bus,0,0,Golden Gate Transit - San Francisco,Golden Gate Transit SF Facility,0,1
2020,2019,HD Transit Bus,0,0,Golden Gate Transit - San Francisco,Golden Gate Transit SF Facility,1,0.99
2021,2019,HD Transit Bus,0,0,Golden Gate Transit - San Francisco,Golden Gate Transit SF Facility,2,0.98
2022,2019,HD Transit Bus,0,0,Golden Gate Transit - San Francisco,Golden Gate Transit SF Facility,3,0.97
2023,2019,HD Transit Bus,0,0,Golden Gate Transit - San Francisco,Golden Gate Transit SF Facility,4,0.96
2024,2019,HD Transit Bus,0,0,Golden Gate Transit - San Francisco,Golden Gate Transit SF Facility,5,0.95
2025,2019,HD Transit Bus,0,0,Golden Gate Transit - San Francisco,Golden Gate Transit SF Facility,6,0.94
2026,2019,HD Transit Bus,0,0,Golden Gate Transit - San Francisco,Golden Gate Transit SF Facility,7,0.93
2027,2019,HD Transit Bus,0,0,Golden Gate Transit - San Francisco,Golden Gate Transit SF Facility,8,0.92
2028,2019,HD Transit Bus,0,0,Golden Gate Transit - San Francisco,Golden Gate Transit SF Facility,9,0.89
2029,2019,HD Transit Bus,0,0,Golden Gate Transit - San Francisco,Golden Gate Transit SF Facility,10,0.86
2030,2019,HD Transit Bus,0,0,Golden Gate Transit - San Francisco,Golden Gate Transit SF Facility,11,0.8
2019,2019,HD Transit Bus,0,0,Riverside Transit Agency - Riverside Division,RTA Riverside Facility,0,1
2020,2019,HD Transit Bus,0,0,Riverside Transit Agency - Riverside Division,RTA Riverside Facility,1,0.99
2021,2019,HD Transit Bus,0,0,Riverside Transit Agency - Riverside Division,RTA Riverside Facility,2,0.98
2022,2019,HD Transit Bus,0,0,Riverside Transit Agency - Riverside Division,RTA Riverside Facility,3,0.97
2023,2019,HD Transit Bus,0,0,Riverside Transit Agency - Riverside Division,RTA Riverside Facility,4,0.96
2024,2019,HD Transit Bus,0,0,Riverside Transit Agency - Riverside Division,RTA Riverside Facility,5,0.95
2025,2019,HD Transit Bus,0,0,Riverside Transit Agency - Riverside Division,RTA Riverside Facility,6,0.94
2026,2019,HD Transit Bus,0,0,Riverside Transit Agency - Riverside Division,RTA Riverside Facility,7,0.93
2027,2019,HD Transit Bus,0,0,Riverside Transit Agency - Riverside Division,RTA Riverside Facility,8,0.92
2028,2019,HD Transit Bus,0,0,Riverside Transit Agency - Riverside Division,RTA Riverside Facility,9,0.89
2029,2019,HD Transit Bus,0,0,Riverside Transit Agency - Riverside Division,RTA Riverside Facility,10,0.86
2030,2019,HD Transit Bus,0,0,Riverside Transit Agency - Riverside Division,RTA Riverside Facility,11,0.8
2019,2019,HD Transit Bus,0,0,Riverside Transit Agency -  Hemet Division,RTA Hemet Facility,0,1
2020,2019,HD Transit Bus,0,0,Riverside Transit Agency -  Hemet Division,RTA Hemet Facility,1,0.99
2021,2019,HD Transit Bus,0,0,Riverside Transit Agency -  Hemet Division,RTA Hemet Facility,2,0.98
2022,2019,HD Transit Bus,0,0,Riverside Transit Agency -  Hemet Division,RTA Hemet Facility,3,0.97
2023,2019,HD Transit Bus,0,0,Riverside Transit Agency -  Hemet Division,RTA Hemet Facility,4,0.96
2024,2019,HD Transit Bus,0,0,Riverside Transit Agency -  Hemet Division,RTA Hemet Facility,5,0.95
2025,2019,HD Transit Bus,0,0,Riverside Transit Agency -  Hemet Division,RTA Hemet Facility,6,0.94
2026,2019,HD Transit Bus,0,0,Riverside Transit Agency -  Hemet Division,RTA Hemet Facility,7,0.93
2027,2019,HD Transit Bus,0,0,Riverside Transit Agency -  Hemet Division,RTA Hemet Facility,8,0.92
2028,2019,HD Transit Bus,0,0,Riverside Transit Agency -  Hemet Division,RTA Hemet Facility,9,0.89
2029,2019,HD Transit Bus,0,0,Riverside Transit Agency -  Hemet Division,RTA Hemet Facility,10,0.86
2030,2019,HD Transit Bus,0,0,Riverside Transit Agency -  Hemet Division,RTA Hemet Facility,11,0.8
2019,2019,HD Other Drayage,2,2,Trucks at Bob Hope (Burbank) Airport (BUR),Bob Hope (Burbank) Airport (BUR),0,1
2020,2019,HD Other Drayage,2,2,Trucks at Bob Hope (Burbank) Airport (BUR),Bob Hope (Burbank) Airport (BUR),1,0.99
2021,2019,HD Other Drayage,2,2,Trucks at Bob Hope (Burbank) Airport (BUR),Bob Hope (Burbank) Airport (BUR),2,0.98
2022,2019,HD Other Drayage,2,2,Trucks at Bob Hope (Burbank) Airport (BUR),Bob Hope (Burbank) Airport (BUR),3,0.97
2023,2019,HD Other Drayage,2,2,Trucks at Bob Hope (Burbank) Airport (BUR),Bob Hope (Burbank) Airport (BUR),4,0.96
2024,2019,HD Other Drayage,2,2,Trucks at Bob Hope (Burbank) Airport (BUR),Bob Hope (Burbank) Airport (BUR),5,0.95
2025,2019,HD Other Drayage,2,2,Trucks at Bob Hope (Burbank) Airport (BUR),Bob Hope (Burbank) Airport (BUR),6,0.94
2026,2019,HD Other Drayage,2,2,Trucks at Bob Hope (Burbank) Airport (BUR),Bob Hope (Burbank) Airport (BUR),7,0.93
2027,2019,HD Other Drayage,2,2,Trucks at Bob Hope (Burbank) Airport (BUR),Bob Hope (Burbank) Airport (BUR),8,0.92
2028,2019,HD Other Drayage,2,2,Trucks at Bob Hope (Burbank) Airport (BUR),Bob Hope (Burbank) Airport (BUR),9,0.89
2029,2019,HD Other Drayage,2,2,Trucks at Bob Hope (Burbank) Airport (BUR),Bob Hope (Burbank) Airport (BUR),10,0.86
2030,2019,HD Other Drayage,2,2,Trucks at Bob Hope (Burbank) Airport (BUR),Bob Hope (Burbank) Airport (BUR),11,0.8
2019,2019,HD Other Drayage,2,2,Trucks at Fresno Yosemite International Airport (FAT),Fresno Yosemite International Airport (FAT),0,1
2020,2019,HD Other Drayage,2,2,Trucks at Fresno Yosemite International Airport (FAT),Fresno Yosemite International Airport (FAT),1,0.99
2021,2019,HD Other Drayage,2,2,Trucks at Fresno Yosemite International Airport (FAT),Fresno Yosemite International Airport (FAT),2,0.98
2022,2019,HD Other Drayage,2,2,Trucks at Fresno Yosemite International Airport (FAT),Fresno Yosemite International Airport (FAT),3,0.97
2023,2019,HD Other Drayage,2,2,Trucks at Fresno Yosemite International Airport (FAT),Fresno Yosemite International Airport (FAT),4,0.96
2024,2019,HD Other Drayage,2,2,Trucks at Fresno Yosemite International Airport (FAT),Fresno Yosemite International Airport (FAT),5,0.95
2025,2019,HD Other Drayage,2,2,Trucks at Fresno Yosemite International Airport (FAT),Fresno Yosemite International Airport (FAT),6,0.94
2026,2019,HD Other Drayage,2,2,Trucks at Fresno Yosemite International Airport (FAT),Fresno Yosemite International Airport (FAT),7,0.93
2027,2019,HD Other Drayage,2,2,Trucks at Fresno Yosemite International Airport (FAT),Fresno Yosemite International Airport (FAT),8,0.92
2028,2019,HD Other Drayage,2,2,Trucks at Fresno Yosemite International Airport (FAT),Fresno Yosemite International Airport (FAT),9,0.89
2029,2019,HD Other Drayage,2,2,Trucks at Fresno Yosemite International Airport (FAT),Fresno Yosemite International Airport (FAT),10,0.86
2030,2019,HD Other Drayage,2,2,Trucks at Fresno Yosemite International Airport (FAT),Fresno Yosemite International Airport (FAT),11,0.8
2019,2019,HD Other Drayage,2,2,Trucks at John Wayne / Orange County Airport (SNA),John Wayne / Orange County Airport (SNA),0,1
